USBlyzer Report

Capture List

Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
START,0001,16:02:06.599,,,,,,,,,,,,
URB,0002,16:03:49.113,102.510648 s,,Bulk or Interrupt Transfer,2 bytes data,04 00,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8008F32010h,,04 00
URB,0003,16:03:49.113,102.510655 s,,Bulk or Interrupt Transfer,2 bytes data,04 00,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8008F32010h,,04 00
URB,0004-0003,16:03:49.113,102.510993 s,338 us,Bulk or Interrupt Transfer,2 bytes buffer,,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8008F32010h,Success (Success)
URB,0005-0002,16:03:49.113,102.510996 s,347 us,Bulk or Interrupt Transfer,2 bytes buffer,,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8008F32010h,Success (Success)
URB,0006,16:03:49.213,102.610755 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA80038DD9E0h,
URB,0007,16:03:49.213,102.610761 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA80038DD9E0h,
URB,0008-0007,16:03:49.213,102.610941 s,180 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 0B 2C 00 00 00...,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA80038DD9E0h,Success (Success),01 55 00 0B 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0009-0006,16:03:49.213,102.610943 s,188 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 0B 2C 00 00 00...,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA80038DD9E0h,Success (Success),01 55 00 0B 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0010,16:03:49.213,102.611085 s,,Bulk or Interrupt Transfer,3 bytes data,06 00 00,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,,06 00 00
URB,0011,16:03:49.213,102.611088 s,,Bulk or Interrupt Transfer,3 bytes data,06 00 00,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,,06 00 00
URB,0012-0011,16:03:49.213,102.611180 s,92 us,Bulk or Interrupt Transfer,3 bytes buffer,,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success)
URB,0013-0010,16:03:49.213,102.611182 s,97 us,Bulk or Interrupt Transfer,3 bytes buffer,,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success)
URB,0014,16:03:49.313,102.710824 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA80089C5010h,
URB,0015,16:03:49.313,102.710831 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA80089C5010h,
URB,0016-0015,16:03:49.313,102.711068 s,237 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 C0 2C 00 00 00...,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA80089C5010h,Success (Success),01 55 00 C0 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0017-0014,16:03:49.313,102.711071 s,247 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 C0 2C 00 00 00...,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA80089C5010h,Success (Success),01 55 00 C0 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0018,16:03:49.318,102.716517 s,,Bulk or Interrupt Transfer,18 bytes data,01 00 A7 01 20 88 50 80...,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,,01 00 A7 01 20 88 50 80 02 55 00 00 00 5D 7A 01 0A A2
URB,0019,16:03:49.318,102.716524 s,,Bulk or Interrupt Transfer,18 bytes data,01 00 A7 01 20 88 50 80...,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,,01 00 A7 01 20 88 50 80 02 55 00 00 00 5D 7A 01 0A A2
URB,0020-0019,16:03:49.319,102.716693 s,169 us,Bulk or Interrupt Transfer,18 bytes buffer,,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success)
URB,0021-0018,16:03:49.319,102.716695 s,178 us,Bulk or Interrupt Transfer,18 bytes buffer,,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success)
URB,0022,16:04:06.420,119.817339 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,
URB,0023,16:04:06.420,119.817346 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,
URB,0024-0023,16:04:06.420,119.817584 s,238 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 C0 2C 00 00 00...,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success),01 55 00 C0 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0025-0022,16:04:06.420,119.817590 s,250 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 C0 2C 00 00 00...,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success),01 55 00 C0 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0026,16:04:06.429,119.826404 s,,Bulk or Interrupt Transfer,16 bytes data,01 00 A7 01 20 88 50 80...,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003801B40h,,01 00 A7 01 20 88 50 80 00 00 02 01 00 75 4B 00
URB,0027,16:04:06.429,119.826411 s,,Bulk or Interrupt Transfer,16 bytes data,01 00 A7 01 20 88 50 80...,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003801B40h,,01 00 A7 01 20 88 50 80 00 00 02 01 00 75 4B 00
URB,0028-0027,16:04:06.429,119.826552 s,141 us,Bulk or Interrupt Transfer,16 bytes buffer,,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003801B40h,Success (Success)
URB,0029-0026,16:04:06.429,119.826555 s,151 us,Bulk or Interrupt Transfer,16 bytes buffer,,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003801B40h,Success (Success)
URB,0030,16:04:06.530,119.927328 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,
URB,0031,16:04:06.530,119.927339 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,
URB,0032-0031,16:04:06.530,119.927579 s,240 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 C0 2C 00 00 00...,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success),01 55 00 C0 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0033-0030,16:04:06.530,119.927581 s,253 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 C0 2C 00 00 00...,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success),01 55 00 C0 2C 00 00 00 00 43 6F 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0034,16:04:06.546,119.943388 s,,Bulk or Interrupt Transfer,2 bytes data,03 00,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,,03 00
URB,0035,16:04:06.546,119.943395 s,,Bulk or Interrupt Transfer,2 bytes data,03 00,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,,03 00
URB,0036-0035,16:04:06.546,119.943575 s,180 us,Bulk or Interrupt Transfer,2 bytes buffer,,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success)
URB,0037-0034,16:04:06.546,119.943580 s,191 us,Bulk or Interrupt Transfer,2 bytes buffer,,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success)
URB,0038,16:04:06.651,120.048838 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,
URB,0039,16:04:06.651,120.048845 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,
URB,0040-0039,16:04:06.651,120.049044 s,199 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 00 02 02 00 00...,in,01:00:82,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success),01 55 00 00 02 02 00 00 05 04 00 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0041-0038,16:04:06.651,120.049046 s,208 us,Bulk or Interrupt Transfer,64 bytes data,01 55 00 00 02 02 00 00...,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success),01 55 00 00 02 02 00 00 05 04 00 6D 4C 69 6E 6B 20 49 49 01 10 02 00 01 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0042,16:04:06.669,120.066621 s,,Bulk or Interrupt Transfer,2 bytes data,03 00,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,,03 00
URB,0043,16:04:06.669,120.066629 s,,Bulk or Interrupt Transfer,2 bytes data,03 00,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,,03 00
URB,0044-0043,16:04:06.669,120.066956 s,326 us,Bulk or Interrupt Transfer,2 bytes buffer,,out,01:00:01,FFFFFA80040BB440h,USBPDO-4,usbhub,FFFFFA8003A3D640h,Success (Success)
URB,0045-0042,16:04:06.669,120.066959 s,338 us,Bulk or Interrupt Transfer,2 bytes buffer,,out,01:00:01,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,Success (Success)
URB,0046,16:04:06.769,120.166410 s,,Bulk or Interrupt Transfer,64 bytes buffer,,in,01:00:82,FFFFFA80040D3880h,,ACPI,FFFFFA8003A3D640h,
