out,0400
in,0155000B2C00000000436F6D4C696E6B204949011002000101030000000000000000000000000000000000000000000000000000000000000000000000000000
out,060000
in,015500C12C00000000436F6D4C696E6B204949011002000101030000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A7012088508002550000005D7A010AA2
in,015500C12C00000000436F6D4C696E6B204949011002000101030000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A701208850800000020100754B00
in,015500C12C00000000436F6D4C696E6B204949011002000101030000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,01550000020200000504006D4C696E6B204949011002000101030000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E0504006D4C696E6B204949011002000101030000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300DA8040A701208850A20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A70120885080000002010083B200
in,01550000DA8040A701208850A2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000202000005040050A2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050A2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300DA8040A701208850A20300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030
out,0100A70120885080000002010098AF00
in,01550000DA8040A701208850A2030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000202000005040050A2030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050A2030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D98040A7012088509E0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A7012088508000000201008DC700
in,01550000D98040A7012088509E000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,0155000002020000050400509E000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E050400509E000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D98040A7012088509E0335313500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045
out,0100A701208850800000000100CEBC00
in,01550000D98040A7012088509E033531350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,0155000002020000050400509E033531350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E050400509E033531350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D88040A701208850030300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030
out,0100A7012088508001000200004DA70000
in,01550000D88040A70120885003030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A701208850800000020100754B00
in,01550000D88040A70120885003030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,01550000020200000504005003030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E0504005003030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D88040A701208850030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A701208850800000020100701100
in,01550000D88040A70120885003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,01550000020200000504005003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E0504005003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D88040A7012088500303362D07D0010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000071
out,0100A7012088508001000200004DA7019B
in,01550000D88040A7012088500303362D07D001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A701208850800000020100718A00
in,01550000D88040A7012088500303362D07D001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,0155000002020000050400500303362D07D001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E050400500303362D07D001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D78040A701208850CF32303838353000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000E3
out,0100A70120885080000002010074D000
in,01550000D78040A701208850CF323038383530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000202000005040050CF323038383530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050CF323038383530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D78040A701208850CF56455220322E3141312E31200B0B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000CA
out,0100A7012088508000000201009DF500
in,01550000D78040A701208850CF56455220322E3141312E31200B0B00000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000202000005040050CF56455220322E3141312E31200B0B00000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050CF56455220322E3141312E31200B0B00000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D78040A701208850CF0000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070
out,0100A701208850800000020100C04C00
in,01550000D78040A701208850CF000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000202000005040050CF000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050CF000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D78040A701208850CF00010114006400500000010200000064000500140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000BD
out,0100A701208850800000020100799300
in,01550000D78040A701208850CF000101140064005000000102000000640005001400000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000202000005040050CF000101140064005000000102000000640005001400000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050CF000101140064005000000102000000640005001400000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D78040A701208850CF00340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000A8
out,0100A70120885080000002020092F900
in,01550000D78040A701208850CF003400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E05040050CF003400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D70040A7012088509A30000024000428000E3C0016280020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007E
out,0300
in,015500000201004E050400509A30000024000428000E3C0016280020000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D70040A7012088509A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E050400509A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D78040A701208850190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A701208850800000020200936200
in,01550000D78040A70120885019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E0504005019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D70040A7012088509A02000004000C06001608001E0A002216002618002820002924002A28002C2C002E34002F00000000000000000000000000000000000000000000000000000000B5
out,0300
in,015500000201004E050400509A02000004000C06001608001E0A002216002618002820002924002A28002C2C002E34002F000000000000000000000000000000
out,0C00004E95
in,02000400D70040A7012088509A0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E050400509A000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D78040A701208850190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A701208850800000020200949500
in,01550000D78040A70120885019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E0504005019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D70040A7012088509A0000000400020800040C000610000814000A1A000D1C000E2000102400122800142C001630001834001A38001C3C001E4000204400224800244C00265000280050
out,0300
in,015500000201004E050400509A0000000400020800040C000610000814000A1A000D1C000E2000102400122800142C001630001834001A38001C3C001E400020
out,0C00004E95
in,02000400D70040A7012088509A002904002A06002B08002C08002D0A002E0C002F000000000000000000000000000000000000000000000000000000000000000000000000000000000000000061
out,0300
in,015500000201004E050400509A002904002A06002B08002C08002D0A002E0C002F00000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000400D78040A701208850190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A70120885080000002010098AF00
in,01550000D78040A70120885019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,01550000020200000504005019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0300
in,015500000201004E0504005019000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0C00004E95
in,02000300D78040A701208850CF0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
out,0100A70120885080000002010072BC00
